dataset,strategy,fit_method,accuracy,brier_score,time,num_rules,num_preds,trial_count
Wine,greedy,FOLD-RM (fit),0.9722222222222222,0.9695718209833334,0.41778135299682617,8,8,30
Wine,greedy,FOLD-RM (fit),0.9722222222222222,0.9855348372666667,0.4695701599121094,8,8,30
Wine,greedy,FOLD-RM (fit),0.9722222222222222,0.9659297202166667,0.3883087635040283,8,8,30
Wine,greedy,FOLD-RM (fit),0.9444444444444444,0.9337286361527778,0.39029455184936523,8,9,30
Wine,greedy,FOLD-RM (fit),0.8611111111111112,0.8879982027305555,0.39330554008483887,7,8,30
Wine,greedy,FOLD-RM (fit),0.9722222222222222,0.9749203801111112,0.4542989730834961,8,8,30
Wine,greedy,FOLD-RM (fit),0.9166666666666666,0.9237995601277778,0.38072681427001953,7,7,30
Wine,greedy,FOLD-RM (fit),0.9722222222222222,0.9728826575861111,0.47542262077331543,7,7,30
Wine,greedy,FOLD-RM (fit),0.9444444444444444,0.9453747895527778,0.4374094009399414,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9291999264805555,0.3816871643066406,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.8888888888888888,0.9140990494361111,0.4128105640411377,6,6,30
