dataset,strategy,fit_method,accuracy,brier_score,time,num_rules,num_preds,trial_count
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9455672692055556,0.41460561752319336,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9389002530472222,0.4205794334411621,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9384901095527778,0.4489021301269531,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.8888888888888888,0.9164435766694444,0.45920848846435547,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9722222222222222,0.9674357983583334,0.45920848846435547,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9465914735888888,0.4534473419189453,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9453471720777777,0.43691158294677734,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.8888888888888888,0.9039519143694444,0.4658067226409912,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9286680025333334,0.46781158447265625,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9563635921361111,0.4798316955566406,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9266683511,0.47407054901123047,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.8888888888888888,0.9368187951527778,0.44545459747314453,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9618490068194444,0.49166059494018555,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9722222222222222,0.9714928289,0.4865381717681885,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9713408181305555,0.4822206497192383,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9488074446222222,0.4865381717681885,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9722222222222222,0.9677219711888889,0.4822206497192383,7,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.8333333333333334,0.8621641395888888,0.5009555816650391,7,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9471397560388889,0.5029056072235107,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9722222222222222,0.9831401917638889,0.5029056072235107,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.8888888888888888,0.8911010612638889,0.5051155090332031,7,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9669797799666666,0.49514055252075195,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9269747930555555,0.1857008934020996,7,7,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9358256242888889,0.44314098358154297,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9268743232861112,0.19866323471069336,8,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.8611111111111112,0.8888137415722223,0.5105674266815186,7,8,30
Wine,greedy,CON-FOLD (confidence_fit),0.9444444444444444,0.9492228096916666,0.4598836898803711,6,6,30
Wine,greedy,CON-FOLD (confidence_fit),0.9166666666666666,0.9275967902,0.48050689697265625,7,7,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9404627415527778,0.5091536045074463,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9220764895055555,0.5247311592102051,7,7,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9458604683638889,0.5250928401947021,7,7,30
Wine,round_robin,FOLD-RM (fit),0.8611111111111112,0.8773901669111112,0.5314886569976807,6,6,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9383870915138889,0.5334892272949219,9,8,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9451779366666667,0.5496330261230469,8,8,30
Wine,round_robin,FOLD-RM (fit),0.8888888888888888,0.9106905736555555,0.5540461540222168,9,9,30
Wine,round_robin,FOLD-RM (fit),0.8611111111111112,0.874451490486111,0.5599961280822754,9,9,30
Wine,round_robin,FOLD-RM (fit),1.0,0.9929601070083334,0.566295862197876,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9722222222222222,0.984889164275,0.5624086856842041,9,9,30
Wine,round_robin,FOLD-RM (fit),0.8055555555555556,0.8393089560722222,0.5774338245391846,9,9,30
Wine,round_robin,FOLD-RM (fit),1.0,0.9821290080833334,0.5765447616577148,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9722222222222222,0.9826506351000001,0.5829405784606934,8,8,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9596154047166666,0.590796709060669,8,8,30
Wine,round_robin,FOLD-RM (fit),0.9722222222222222,0.9843317437916667,0.590796709060669,9,9,30
Wine,round_robin,FOLD-RM (fit),0.8888888888888888,0.8998649306555555,0.5952098369598389,8,8,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9267422972111111,0.5932092666625977,10,10,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9482679185722223,0.5968327522277832,10,10,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9409736371277778,0.606806755065918,12,12,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9370555526444444,0.6111006736755371,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9073176647833333,0.6145131587982178,10,10,30
Wine,round_robin,FOLD-RM (fit),1.0,0.9823655157416666,0.6111006736755371,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9722222222222222,0.9646723382166666,0.6111006736755371,9,9,30
Wine,round_robin,FOLD-RM (fit),0.8333333333333334,0.8563391183944444,0.6195299625396729,10,10,30
Wine,round_robin,FOLD-RM (fit),0.8611111111111112,0.8745833994833333,0.6215510368347168,10,11,30
Wine,round_robin,FOLD-RM (fit),0.7777777777777778,0.8564982203,0.572526216506958,8,8,30
Wine,round_robin,FOLD-RM (fit),0.9166666666666666,0.9248138819555556,0.5932092666625977,12,12,30
Wine,round_robin,FOLD-RM (fit),1.0,0.9925297061861111,0.6111006736755371,9,9,30
Wine,round_robin,FOLD-RM (fit),0.9444444444444444,0.9563693194305556,0.6145131587982178,9,9,30
Wine,round_robin,FOLD-RM (fit),1.0,0.9924089563277778,0.5720226764678955,9,9,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8888888888888888,0.8997113010194444,0.4245259761810303,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.924259355411111,0.43373942375183105,7,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9686419825444444,0.44844746589660645,7,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8611111111111112,0.8768605780694444,0.44844746589660645,7,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9233652676972222,0.4874892234802246,6,6,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8333333333333334,0.8763319875972222,0.494614839553833,6,6,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9690302375000001,0.512852668762207,6,6,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8611111111111112,0.8921537926916666,0.5226335525512695,9,10,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9807676404833333,0.524634838104248,9,9,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9687519469972222,0.5306496620178223,6,6,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9444444444444444,0.9429344184277778,0.5377984046936035,9,9,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9444444444444444,0.949052327,0.5063698291778564,7,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9540506609638889,0.5493063926696777,9,9,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9372366560833333,0.5564777851104736,9,9,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8611111111111112,0.905120024925,0.5493063926696777,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.937673580511111,0.5638339519500732,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9352152724083334,0.5679488182067871,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8888888888888888,0.9105077524833334,0.5679986476898193,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8888888888888888,0.9084144317638889,0.5699985027313232,10,10,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9786555708527778,0.5709989070892334,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9444444444444444,0.9429841048194444,0.5772743225097656,8,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9187391481722222,0.5848538875579834,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9722222222222222,0.9823740770388889,0.5848312377929688,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8611111111111112,0.8822776760416666,0.5564777851104736,7,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9219812731222222,0.5709989070892334,7,7,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9245800115166667,0.5679986476898193,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9444444444444444,0.9565955040777778,0.5647878646850586,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.8888888888888888,0.9003131861694444,0.582815408706665,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.9278116877,0.5699985027313232,8,8,30
Wine,round_robin,CON-FOLD (confidence_fit),0.9166666666666666,0.923558109211111,0.5818116664886475,11,11,30
Wine,best_rule,FOLD-RM (fit),0.8611111111111112,0.8751764279222223,1.256842851638794,6,6,30
Wine,best_rule,FOLD-RM (fit),0.8611111111111112,0.8755859295111111,1.3137996196746826,7,7,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9249280190222222,1.333543062210083,8,8,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9325779464805555,1.37581205368042,7,8,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.934028267586111,1.4248919486999512,7,8,30
Wine,best_rule,FOLD-RM (fit),0.9722222222222222,0.9668997511305556,1.435058355331421,7,8,30
Wine,best_rule,FOLD-RM (fit),0.9444444444444444,0.93811644795,1.4402861595153809,8,8,30
Wine,best_rule,FOLD-RM (fit),0.9722222222222222,0.9612179568833333,1.4527277946472168,7,8,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9283110060222222,1.4660236835479736,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9147414586583333,1.4813849925994873,8,8,30
Wine,best_rule,FOLD-RM (fit),1.0,0.9928073768555555,1.4878151416778564,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9444444444444444,0.9420755117222221,1.5018646717071533,7,8,30
Wine,best_rule,FOLD-RM (fit),0.9444444444444444,0.946742491075,1.5979444980621338,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9444444444444444,0.9444461889083333,1.594728946685791,7,7,30
Wine,best_rule,FOLD-RM (fit),0.8888888888888888,0.8973542625666667,1.6238901615142822,7,8,30
Wine,best_rule,FOLD-RM (fit),0.8888888888888888,0.9062184379444445,1.6596345901489258,9,9,30
Wine,best_rule,FOLD-RM (fit),0.8333333333333334,0.84798867775,1.6659533977508545,8,8,30
Wine,best_rule,FOLD-RM (fit),0.8611111111111112,0.8729446843333334,1.6936421394348145,9,9,30
Wine,best_rule,FOLD-RM (fit),0.8611111111111112,0.8728000396916666,1.7146472930908203,9,9,30
Wine,best_rule,FOLD-RM (fit),0.9722222222222222,0.9698493073916666,1.787226915359497,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.924638772675,1.8001351356506348,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9369492462666666,1.787226915359497,10,11,30
Wine,best_rule,FOLD-RM (fit),0.9166666666666666,0.9143349553333333,1.8186945915222168,8,8,30
Wine,best_rule,FOLD-RM (fit),0.8611111111111112,0.8720323508,1.8287198543548584,10,10,30
Wine,best_rule,FOLD-RM (fit),0.9444444444444444,0.9385443505027777,1.8381764888763428,10,11,30
Wine,best_rule,FOLD-RM (fit),1.0,0.9785744779694444,1.8423881530761719,8,8,30
Wine,best_rule,FOLD-RM (fit),0.8888888888888888,0.9446046430138889,1.8381764888763428,8,9,30
Wine,best_rule,FOLD-RM (fit),0.8888888888888888,0.9086919551722222,1.8381764888763428,8,9,30
Wine,best_rule,FOLD-RM (fit),0.9722222222222222,0.9639558051805556,1.8423881530761719,8,9,30
Wine,best_rule,FOLD-RM (fit),0.8055555555555556,0.8830972352388888,1.8182635307312012,8,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9465451546777778,1.1217474937438965,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8888888888888888,0.8996222209833333,1.1399180889129639,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9448109226888889,1.164299488067627,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8611111111111112,0.8778860042888889,1.2447896003723145,7,7,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8055555555555556,0.8256512042777777,1.249100685119629,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9722222222222222,0.9652893265583333,1.348132848739624,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8888888888888888,0.9113709336222222,1.3446769714355469,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9419994708638889,1.3993806838989258,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),1.0,0.9837157796805556,1.4258389472961426,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9419435968194444,1.4248380661010742,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9166666666666666,0.9529059010027778,1.4547722339630127,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9722222222222222,0.9642789853444445,1.471562385559082,6,6,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8333333333333334,0.8633861139111111,1.5557055473327637,8,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9722222222222222,0.9684822506,1.5724976062774658,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),1.0,0.9927652251416667,1.598825216293335,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9722222222222222,0.9636964805055556,1.585134744644165,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8055555555555556,0.8262272495916667,1.6131439208984375,8,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9166666666666666,0.9218495069388889,1.6189854145050049,7,7,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9358513298861111,1.6994683742523193,7,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9722222222222222,0.9621863695861111,1.7257118225097656,8,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9426532004333333,1.721024513244629,8,8,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8888888888888888,0.9039953799527778,1.7283382415771484,9,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8611111111111112,0.8783804706388889,1.7473475933074951,9,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9166666666666666,0.9132072960777777,1.7632091045379639,9,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9397646684777778,1.7745814323425293,8,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8611111111111112,0.8912541047472222,1.7996609210968018,8,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9416084752833334,1.8022634983062744,9,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.8888888888888888,0.8953442381333333,1.8052630424499512,9,10,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9464561997222223,1.8093476295471191,8,9,30
Wine,best_rule,CON-FOLD (confidence_fit),0.9444444444444444,0.9441011340666666,1.8189539909362793,8,8,30
Wine,info_gain,FOLD-RM (fit),0.8611111111111112,0.881116521625,0.35846972465515137,6,6,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9456365199555555,0.3983321189880371,7,7,30
Wine,info_gain,FOLD-RM (fit),0.8888888888888888,0.9088795841222221,0.40672802925109863,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9166666666666666,0.9167369300333333,0.42250585556030273,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9508413624972222,0.4281795024871826,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9453293828194445,0.42517995834350586,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9166666666666666,0.9376777299666667,0.43952131271362305,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9619755464305555,0.43313145637512207,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9442616162666667,0.44878149032592773,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9722309948111111,0.449782133102417,8,8,30
Wine,info_gain,FOLD-RM (fit),1.0,0.9853756793138889,0.4437828063964844,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9467503722611111,0.4530754089355469,7,7,30
Wine,info_gain,FOLD-RM (fit),1.0,0.9867967396805556,0.4590747356414795,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9557953449138888,0.4550759792327881,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9719957079222222,0.4530754089355469,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9629395057833333,0.4550759792327881,8,8,30
Wine,info_gain,FOLD-RM (fit),1.0,0.9890047248777778,0.46662259101867676,8,9,30
Wine,info_gain,FOLD-RM (fit),1.0,0.9836778823972222,0.4706761837005615,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9441007484333334,0.4737973213195801,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9383855166916667,0.4777965545654297,8,9,30
Wine,info_gain,FOLD-RM (fit),0.9166666666666666,0.9372601372055556,0.47479796409606934,7,7,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9516354168388889,0.4802992343902588,7,8,30
Wine,info_gain,FOLD-RM (fit),0.8888888888888888,0.9123730671472222,0.48723363876342773,8,9,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9637767271833333,0.48284339904785156,8,9,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9687276761583333,0.4862344264984131,9,9,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.9298445937055555,0.4842338562011719,9,8,30
Wine,info_gain,FOLD-RM (fit),0.8611111111111112,0.9047917018555556,0.4922785758972168,9,10,30
Wine,info_gain,FOLD-RM (fit),0.8888888888888888,0.9140492941166667,0.48523449897766113,8,9,30
Wine,info_gain,FOLD-RM (fit),0.9722222222222222,0.9695094189416666,0.45807480812072754,8,8,30
Wine,info_gain,FOLD-RM (fit),0.9444444444444444,0.94439300535,0.42318081855773926,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9416933805888889,0.4999251365661621,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9558255521888889,0.5263786315917969,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9628472621611112,0.5357203483581543,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9604819617194444,0.5251407623291016,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9181287291305555,0.5097737312316895,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8888888888888888,0.8906133625694443,0.556307315826416,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8888888888888888,0.9438787432555555,0.556058406829834,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9632423556472223,0.5768857002258301,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9451855607027778,0.5974652767181396,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8333333333333334,0.8675808503083333,0.5869922637939453,6,6,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9682120562416667,0.5768857002258301,8,8,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8888888888888888,0.9043566996,0.5879294872283936,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9404483265638889,0.6130738258361816,8,8,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9309475821305555,0.5768857002258301,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9370683405555555,0.6194777488708496,6,6,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9663396271083333,0.6234874725341797,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9651806960944445,0.6180477142333984,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9190590761166667,0.6180477142333984,8,8,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9652491188361111,0.6283524036407471,8,8,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9474464397666666,0.6076269149780273,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8611111111111112,0.9173723533611111,0.6142573356628418,6,6,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9696249218027778,0.6196768283843994,8,8,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9677866987027778,0.6440999507904053,8,9,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9166666666666666,0.9223787877,0.6491332054138184,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8611111111111112,0.8842597991666667,0.6283524036407471,6,6,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9635758779666667,0.6353952884674072,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.8888888888888888,0.8976763914027778,0.6140379905700684,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9733899978944445,0.617931604385376,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9722222222222222,0.9652448275638889,0.6180477142333984,7,7,30
Wine,info_gain,CON-FOLD (confidence_fit),0.9444444444444444,0.9405063092805556,0.5972132682800293,8,8,30
Ecoli,greedy,FOLD-RM (fit),0.7647058823529411,0.8376998042088235,0.9194889068603516,29,32,30
Ecoli,greedy,FOLD-RM (fit),0.7647058823529411,0.8258994746044117,0.9433655738830566,27,34,30
Ecoli,greedy,FOLD-RM (fit),0.7941176470588235,0.8467543667529412,0.9885594844818115,31,33,30
Ecoli,greedy,FOLD-RM (fit),0.7794117647058824,0.8466502624485294,1.0195121765136719,33,32,30
Ecoli,greedy,FOLD-RM (fit),0.75,0.8319781087897058,1.0512542724609375,27,31,30
Ecoli,greedy,FOLD-RM (fit),0.8382352941176471,0.8638957800676471,1.0822668075561523,29,38,30
Ecoli,greedy,FOLD-RM (fit),0.8088235294117647,0.8552959524147059,1.1235346794128418,29,37,30
Ecoli,greedy,FOLD-RM (fit),0.7794117647058824,0.8466016887735295,1.1667194366455078,36,45,30
Ecoli,greedy,FOLD-RM (fit),0.6911764705882353,0.7545118250985293,1.1852586269378662,39,36,30
Ecoli,greedy,FOLD-RM (fit),0.75,0.8446820053985294,1.2056217193603516,41,51,30
Ecoli,greedy,FOLD-RM (fit),0.75,0.8035072005867646,1.2032923698425293,38,47,30
Ecoli,greedy,FOLD-RM (fit),0.75,0.8581548969750001,1.2117393016815186,38,45,30
Ecoli,greedy,FOLD-RM (fit),0.8676470588235294,0.9061532372073529,1.230332851409912,40,50,30
Ecoli,greedy,FOLD-RM (fit),0.7352941176470589,0.8363533590235295,1.2157683372497559,39,47,30
Ecoli,greedy,FOLD-RM (fit),0.75,0.8419920327338235,1.2358622550964355,37,47,30
Ecoli,greedy,FOLD-RM (fit),0.7352941176470589,0.815697404492647,1.2870469093322754,42,44,30
Ecoli,greedy,FOLD-RM (fit),0.8235294117647058,0.8896381655058824,1.2684826850891113,42,51,30
Ecoli,greedy,FOLD-RM (fit),0.7941176470588235,0.8912841093088236,1.2971086502075195,45,56,30
Ecoli,greedy,FOLD-RM (fit),0.8235294117647058,0.8824757751455883,1.2971086502075195,36,44,30
Ecoli,greedy,FOLD-RM (fit),0.7941176470588235,0.8625254061691175,1.2971086502075195,39,50,30
Ecoli,greedy,FOLD-RM (fit),0.7941176470588235,0.8678896302367647,1.287778377532959,42,58,30
Ecoli,greedy,FOLD-RM (fit),0.7794117647058824,0.8216640895044118,1.3073692321777344,44,48,30
Ecoli,greedy,FOLD-RM (fit),0.8088235294117647,0.8594914433720588,1.2805438041687012,42,48,30
Ecoli,greedy,FOLD-RM (fit),0.8970588235294118,0.9216830094382353,1.2961935997009277,45,58,30
Ecoli,greedy,FOLD-RM (fit),0.8235294117647058,0.875550321492647,1.3024251461029053,42,49,30
Ecoli,greedy,FOLD-RM (fit),0.8382352941176471,0.8993209894485295,1.3178117275238037,46,58,30
Ecoli,greedy,FOLD-RM (fit),0.8088235294117647,0.8729814486514706,1.308945894241333,41,50,30
Ecoli,greedy,FOLD-RM (fit),0.8529411764705882,0.9056981759058823,1.287778377532959,44,51,30
Ecoli,greedy,FOLD-RM (fit),0.7941176470588235,0.8389813525294116,1.287778377532959,42,53,30
Ecoli,greedy,FOLD-RM (fit),0.8235294117647058,0.8937510227338236,1.2918074131011963,43,52,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7647058823529411,0.8777131863,1.0621836185455322,30,37,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7941176470588235,0.8279563220514705,1.1152560710906982,28,33,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.8088235294117647,0.8531728645485295,1.132720947265625,29,31,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.8088235294117647,0.869765271185294,1.1490707397460938,24,25,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7647058823529411,0.8425656313058824,1.1943390369415283,28,30,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7794117647058824,0.8474021931500001,1.2455902099609375,25,30,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7647058823529411,0.8251571285014706,1.2475941181182861,24,28,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.8529411764705882,0.8873561580147059,1.2764246463775635,31,40,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7941176470588235,0.8526724405794117,1.3134288787841797,37,48,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7205882352941176,0.8050542610794118,1.317591667175293,34,43,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7352941176470589,0.8460542777205882,1.3425357341766357,38,47,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7794117647058824,0.8360446541411766,1.3286924362182617,31,36,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.8382352941176471,0.8683628879264705,1.3316919803619385,31,39,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7647058823529411,0.8419708104823529,1.348031759262085,28,38,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7205882352941176,0.7787730437161764,1.3778448104858398,32,34,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7352941176470589,0.826291033875,1.3857064247131348,37,48,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.7647058823529411,0.8592356602279412,1.3773679733276367,30,39,30
Ecoli,greedy,CON-FOLD (confidence_fit),0.8088235294117647,0.8640828477073529,1.4016482830047607,42,53,30
