Dataset,Metric,Fit Method,Avg Accuracy,Std Accuracy,Avg Brier Score,Std Brier Score,Avg Time,Num Rules Avg,Num Rules Std,Num Preds Avg,Num Preds Std
Page Blocks,Jaccard,CON-FOLD (confidence_fit),0.9536316590563166,0.009668392253366522,0.957421108373702,0.00898769136050621,2.7150185251235963,19.053333333333335,5.077047395525303,26.2,7.974876939950726
Page Blocks,Laplace,FOLD-RM (fit),0.9658934550989345,0.005287207200124244,0.9696289307623511,0.004648894809251885,1.5055402143796286,60.18333333333333,11.869541226122331,107.89666666666666,25.128152918972905
Page Blocks,Laplace,CON-FOLD (confidence_fit),0.9552054794520548,0.00901843156977744,0.9588620278515848,0.008511016842986958,2.7924637055397032,19.606666666666666,4.666677814925368,27.16,7.816524816097553
Page Blocks,Gini_Impurity_Covered,FOLD-RM (fit),0.9658021308980212,0.005428859523336083,0.9695484093530756,0.004682760542717367,1.5755933713912964,61.14333333333333,11.39131228352077,109.44,23.48015030177575
Page Blocks,Gini_Impurity_Covered,CON-FOLD (confidence_fit),0.9554033485540335,0.008438647752251888,0.9592242946744752,0.007783947512006148,2.776565742492676,20.35333333333333,4.302346978176482,28.35333333333333,7.167034031703366
Page Blocks,Positive_Coverage_Gain,FOLD-RM (fit),0.9656438356164384,0.005424884701049391,0.9693782582339626,0.004704025089026684,1.4903168408075969,60.24333333333333,12.405527501785137,108.18666666666667,26.106006348100156
Page Blocks,Positive_Coverage_Gain,CON-FOLD (confidence_fit),0.9545418569254186,0.009058209601247223,0.9583352185800837,0.008337717746512208,2.8799872374534607,19.71,4.652388173730084,27.703333333333333,7.796877144059285
Page Blocks,YoudensJ,FOLD-RM (fit),0.9654490106544901,0.005452831766290212,0.9692031234121408,0.004763846017212243,1.5854591576258341,61.70333333333333,12.390064617519553,110.67333333333333,25.328740709095353
Page Blocks,YoudensJ,CON-FOLD (confidence_fit),0.9549832572298326,0.008973462228299627,0.9587318123129203,0.008260142689445018,2.971130398909251,19.85,4.743680887370483,27.823333333333334,7.800959692840359
Page Blocks,Weighted_Harmonic_Mean,FOLD-RM (fit),0.9658538812785388,0.005200348879308356,0.9696273457020229,0.004521999973803211,1.5132862202326456,60.38666666666666,11.637953518375777,108.39666666666666,23.978515792704076
Page Blocks,Weighted_Harmonic_Mean,CON-FOLD (confidence_fit),0.9535555555555556,0.010240612654398335,0.9573277569580199,0.00957169224169766,2.8921882565816244,18.926666666666666,5.436894483769914,26.243333333333332,8.251327382151738
Page Blocks,Binomial_Parameter,FOLD-RM (fit),0.965509893455099,0.005421023594624548,0.9693135423831806,0.004723931971756211,1.5819892732302347,61.19,11.096742418732278,109.62,23.323856333108633
Page Blocks,Binomial_Parameter,CON-FOLD (confidence_fit),0.9550045662100457,0.009520785714175835,0.9587303738367914,0.008961076213795025,2.803565906683604,19.383333333333333,5.131357030272725,26.84,8.322174915112381
Page Blocks,RPG,FOLD-RM (fit),0.9653363774733638,0.005130979974344438,0.9690814169850281,0.004495602612138102,1.5808835792541505,61.63,11.711117263460752,111.22,24.42060920301035
Page Blocks,RPG,CON-FOLD (confidence_fit),0.954882800608828,0.008780532426239948,0.9586290844397568,0.008134387725710814,2.397597240606944,19.63,4.7067623734509665,27.57,7.952099489293719
Nursery,information_gain,FOLD-RM (fit),0.9592168209876544,0.011850170978838436,0.9638211746813222,0.009575229302554538,1.3366710249582927,68.02666666666667,8.583601591201512,26.723333333333333,3.0316263098372156
Nursery,information_gain,CON-FOLD (confidence_fit),0.938996913580247,0.011922496557547556,0.9470315808959481,0.008853650739786658,2.7876615786552428,37.31,6.426369692505183,20.323333333333334,2.959953824702359
Nursery,precision,FOLD-RM (fit),0.9610210905349794,0.012642740408220164,0.9653806624976947,0.010160690690560883,1.3528420050938925,69.03,9.769026543042157,27.11,3.2018859409097193
Nursery,precision,CON-FOLD (confidence_fit),0.9402456275720165,0.012483435564962475,0.9479148831906183,0.00930687479050008,2.7957219870885215,38.12,6.980067176800102,20.6,3.145310253159259
Nursery,F1,FOLD-RM (fit),0.960789609053498,0.012124417619426885,0.9651505185670618,0.00975906222027288,1.3354467288653056,69.17666666666666,8.38090612725947,26.716666666666665,2.8770320238821987
Nursery,F1,CON-FOLD (confidence_fit),0.9406172839506173,0.011856057177949596,0.9480846046785838,0.00890212830812321,2.806449081103007,38.07666666666667,7.151311750632748,20.633333333333333,3.1184351333897293
Nursery,Jaccard,FOLD-RM (fit),0.9598572530864198,0.011912190919004273,0.9644104852546584,0.009598230163360385,1.3113789200782775,68.37333333333333,8.75038205886707,26.513333333333332,2.962952217247949
Nursery,Jaccard,CON-FOLD (confidence_fit),0.9409336419753086,0.011649248518682768,0.9483797359670938,0.00877003508434524,2.8641359678904217,38.74333333333333,6.563616311595437,20.69,2.9089700966856586
Nursery,Laplace,FOLD-RM (fit),0.9608333333333333,0.011512380825184151,0.9651806922474314,0.009313195065779154,1.307548654874166,67.44666666666667,8.639596691524218,26.49,2.9584468943612716
Nursery,Laplace,CON-FOLD (confidence_fit),0.9396887860082305,0.012396179771642863,0.9474610340710719,0.009171202224128783,2.8524416637420655,38.20333333333333,7.210777113285397,20.363333333333333,3.14605271961616
Nursery,Gini_Impurity_Covered,FOLD-RM (fit),0.9604423868312757,0.011803173443685049,0.9648756804741,0.009552417029801464,1.3400734003384909,68.74,8.996416975365738,26.673333333333332,2.930628630422786
Nursery,Gini_Impurity_Covered,CON-FOLD (confidence_fit),0.9386509773662551,0.011987106796002154,0.9467024910386967,0.00890787855507274,2.732636716365814,37.15,6.720967540635369,20.14,3.0283609262545887
Nursery,Positive_Coverage_Gain,FOLD-RM (fit),0.960122170781893,0.012196174432027218,0.964551360914314,0.009868592560471458,1.3151628835995992,68.20666666666666,9.40774367346608,26.85333333333333,2.8481917438240556
Nursery,Positive_Coverage_Gain,CON-FOLD (confidence_fit),0.9404256687242798,0.011876588782273772,0.9479589081751331,0.008880901109168775,2.7882511599858604,38.03,6.802697182971671,20.493333333333332,3.06287876187125
Nursery,YoudensJ,FOLD-RM (fit),0.9612885802469135,0.011587513874056335,0.9655244149686069,0.009345297610632297,1.345010347366333,69.03333333333333,8.053264708412863,26.44,2.975889737950899
Nursery,YoudensJ,CON-FOLD (confidence_fit),0.9382574588477366,0.011306348019197473,0.9464538989369432,0.008226673772077357,2.724453032016754,36.846666666666664,6.569145133234146,20.07,3.1461235903068
Nursery,Weighted_Harmonic_Mean,FOLD-RM (fit),0.9604783950617284,0.011468212973382248,0.9649458061742093,0.009244303727617819,1.327620930671692,68.53666666666666,8.563474716470001,26.74,2.8948807312496547
Nursery,Weighted_Harmonic_Mean,CON-FOLD (confidence_fit),0.9390907921810699,0.011113393036623122,0.9469685571103365,0.008229572521345785,2.689738124211629,37.4,6.355678471212293,20.133333333333333,3.0275582988715137
Nursery,Binomial_Parameter,FOLD-RM (fit),0.9599344135802469,0.01196235804995502,0.9644625830638576,0.00957305201748796,1.3305912335713705,68.1,8.549873358603655,26.703333333333333,2.980761426968603
Nursery,Binomial_Parameter,CON-FOLD (confidence_fit),0.9401556069958847,0.012126126538792515,0.9478764004271638,0.00897316281932297,2.605571001370748,38.11,6.7974444342061675,20.29,3.186389323839277
Nursery,RPG,FOLD-RM (fit),0.9590457818930042,0.012018917437702618,0.9637830338721796,0.009582606421913817,1.322625073591868,68.09666666666666,8.872225020342654,26.67,2.850998768841037
Nursery,RPG,CON-FOLD (confidence_fit),0.9398816872427983,0.011810094940973717,0.9476302851279184,0.008868874748885789,2.5902084692319236,37.943333333333335,6.877824543929509,20.44,3.1249989966553575
Dry Bean,information_gain,FOLD-RM (fit),0.9102950177500306,0.0055488377649555165,0.921131303687214,0.004906636132053376,9.288743925094604,160.80333333333334,20.13228797111899,298.16333333333336,40.38323920785228
Dry Bean,information_gain,CON-FOLD (confidence_fit),0.8934814542783694,0.013756754989683245,0.9164185732649172,0.006074418072461194,9.991779995759329,45.75666666666667,16.94484823857436,74.3,27.87076002218179
Dry Bean,precision,FOLD-RM (fit),0.9100734484024973,0.006022877223213767,0.9210769416318597,0.004957916499368294,9.23832315603892,159.89666666666668,19.38500926410544,295.5233333333333,37.31869601773042
