,accuracy_mean,accuracy_mean,accuracy_mean,accuracy_mean,accuracy_std,accuracy_std,accuracy_std,accuracy_std,brier_score_mean,brier_score_mean,brier_score_mean,brier_score_mean,brier_score_std,brier_score_std,brier_score_std,brier_score_std,time_mean,time_mean,time_mean,time_mean,num_rules_mean,num_rules_mean,num_rules_mean,num_rules_mean,num_preds_mean,num_preds_mean,num_preds_mean,num_preds_mean,time_std,time_std,time_std,time_std,num_rules_std,num_rules_std,num_rules_std,num_rules_std,num_preds_std,num_preds_std,num_preds_std,num_preds_std
,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,greedy,round_robin,best_rule,info_gain,best_rule,greedy,info_gain,round_robin,best_rule,greedy,info_gain,round_robin,best_rule,greedy,info_gain,round_robin
Dry Bean,0.0040641449381809275,1.2241400416207614e-05,0.005655526992287918,0.0036112131227812464,0.004778462795070923,6.704891143410039e-05,0.004925747011396985,0.003948354707042544,0.7501834003377097,0.75000101169509,0.7502550959751305,0.7501653911796439,0.0002184500684805525,5.541282220973763e-06,0.00023043112338511963,0.00018248255916735668,19067.557589824995,576.9554530620575,97872.03599966367,21473.18362769286,62.166666666666664,0.06666666666666667,89.96666666666667,67.13333333333334,172.93333333333334,0.16666666666666666,255.16666666666666,193.66666666666666,,,,,,,,,,,,
Ecoli,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.75,0.75,0.7499787223583823,0.0,0.0,0.0,0.0001165424428449717,0.08564542134602865,0.39614073435465497,2.429283094406128,0.08548594315846761,1.0,0.0,0.6,0.7666666666666667,2.7,0.0,1.5,1.9,,,,,,,,,,,,
Nursery,0.0,1.2860082304526749e-05,3.8580246913580246e-05,0.0,0.0,7.04375716956232e-05,0.0001177193582675018,0.0,0.7499898991983874,0.7500006108539095,0.7499997294345846,0.7499902235189467,2.2176706693157436e-05,3.345784655550008e-06,9.702097300193262e-06,2.3537613383359796e-05,0.4074772675832113,0.21532957553863524,0.7850404580434164,0.5556045373280843,1.6666666666666667,0.7666666666666667,0.7333333333333333,1.3,6.566666666666666,4.2,3.7,6.5,,,,,,,,,,,,
Page Blocks,0.6859056316590563,3.0441400304414e-05,0.8061491628614916,0.773455098934551,0.38457012778025623,0.00016673441628772178,0.2727921805418825,0.3086027397757293,0.8708692610847214,0.7500014459665144,0.8926196391634761,0.8855553858441768,0.06805959820869435,7.919884773699713e-06,0.04869887013650243,0.05424182748446389,3.7814203898111978,61.792780526479085,83.7013294061025,4.405760383605957,10.0,0.16666666666666666,9.866666666666667,9.733333333333333,22.666666666666668,0.8333333333333334,22.6,22.433333333333334,,,,,,,,,,,,
Wall Robot,0.0001221001221001221,0.00015262515262515263,0.0002442002442002442,0.00015262515262515263,0.00031661712787707,0.0004222830012613681,0.000476950970478194,0.0004222830012613681,0.7499932386009768,0.7500072496947497,0.7500040731661995,0.7500047620059096,2.0315180677641584e-05,2.0058442559935754e-05,2.326549981862034e-05,1.9615060640193863e-05,37.146444988250735,83.66201847394308,175.93631161053975,30.1821315685908,0.6333333333333333,1.8,1.2,0.8,2.1333333333333333,4.566666666666666,3.7666666666666666,2.2666666666666666,,,,,,,,,,,,
Weight Lifting,0.0006625258799171843,0.0,0.0006625258799171843,0.0012422360248447205,0.0012521911378726232,0.0,0.0010177729797847034,0.0016634386668620772,0.7500271221532091,0.75,0.7500184265010351,0.7500481366459628,5.9697862307417156e-05,0.0,5.318686772945068e-05,7.951996200347739e-05,57.5062207142512,63.03892191251119,488.81400747299193,99.6074357589086,3.6,0.0,4.133333333333334,4.9,8.433333333333334,0.0,9.5,11.066666666666666,,,,,,,,,,,,
Wine,0.030555555555555555,0.0,0.02222222222222222,0.010185185185185184,0.032907561748995354,0.0,0.032947963927193395,0.015445928243542652,0.7512013274176852,0.75,0.7508611111111112,0.7501921296296297,0.0015406406439749628,0.0,0.0017347791825649275,0.0009088696857348522,13.181301132837932,1.1340236107508341,27.03043274084727,9.745131301879884,7.033333333333333,0.03333333333333333,7.933333333333334,6.3,23.433333333333334,0.1,26.266666666666666,20.7,,,,,,,,,,,,
Average (All Datasets),0.10304427973640144,2.9738290807185857e-05,0.11928174549243324,0.11266376548856961,0.060546422941438895,0.00010378627152554479,0.04461119068414332,0.047154677770633986,0.7674663212560986,0.7500014740300377,0.7705368679073624,0.7694192501689503,0.00998869695297544,5.2664848871656045e-06,0.007250033558185821,0.007938913544034015,2739.952299962725,112.45638112794784,14092.9617720638,3088.2521681694757,12.299999999999999,0.40476190476190477,16.347619047619048,12.99047619047619,34.12380952380953,1.4095238095238096,46.07142857142857,36.93333333333333,6252.378165374748,2010.7469220788448,2130.190225945358,29.08810903777593,13.007250915900995,12.262629916908613,13.95234855292405,0.44356802810799917,35.17946395615421,33.092892921827065,38.44339322419552,1.6539875226969898
